ID,YEAR,COUNTRY,LATITUDE,LONGITUDE,DISASTER_TYPE,HOUSES_AFFECTED,TOTAL_DEATHS,TOTAL_INJURIES,TOTAL_DAMAGE_MILLIONS_DOLLARS
28139,1925,PHILIPPINES,9.3,122.7,earthquake,,17,,
28140,1925,CHILE,-26,-71.5,earthquake,,,,
28141,1925,JAPAN,35.75,134.75,earthquake,3333,395,,
28142,1925,PHILIPPINES,12.2,122.1,earthquake,,,,
28143,1925,PHILIPPINES,13,125,earthquake,,,,
28144,1925,USA,46.4,-111.24,earthquake,,,,0.15
28145,1925,USA,34.418,-120.196,earthquake,,13,,8
28146,1925,TURKEY,38,30.5,earthquake,2043,3,,
28147,1925,NICARAGUA,12.2,-85.2,earthquake,,,,
28148,1925,ATLANTIC OCEAN,11,-42,earthquake,,,,
28149,1925,CHINA,27,100,earthquake,500,12,,
28150,1925,MEXICO,18.5,-107,earthquake,,,,
28151,1925,IRAN,34.6,58.1,earthquake,,,,
28152,1925,IRAN,28.5,51.2,earthquake,,,,
28153,1926,USA,20.5,-155.5,earthquake,,,,
28154,1926,SOLOMON ISLANDS,-10,161,earthquake,,,,
28155,1926,SOLOMON ISLANDS,-9.674,159.519,earthquake,,,,
28156,1926,ITALY,41.5,13.8,earthquake,,,,
28157,1926,ITALY,44.6,10.7,earthquake,,,,
28158,1926,ITALY,38.567,14.833,earthquake,,,,
28159,1926,GREECE,36.5,27.5,earthquake,,,,
28160,1926,INDONESIA,-0.7,100.6,earthquake,,,,
28161,1926,INDONESIA,-0.3,100.4,earthquake,,,,
28162,1926,INDONESIA,-3.5,138.5,earthquake,,,,
28163,1926,INDONESIA,-7.1,109,earthquake,,,,
28164,1926,JAPAN,27,127,earthquake,,,,
28165,1926,AZORES (PORTUGAL),38.5,-28,earthquake,,9,200,
28166,1926,AUSTRALIA,-49,161,earthquake,,,,
28167,1926,MONTENEGRO,42.6,18.5,earthquake,,,,
28168,1926,TURKEY,40.7,43.7,earthquake,,,,
28169,1926,NICARAGUA,12.3,-85.8,earthquake,,,,
28170,1926,CHINA,25.6,100.3,earthquake,,,,
28171,1926,CHILE,-28,-71,earthquake,,,,
28172,1926,ALBANIA,41,19.5,earthquake,,,,
28173,1926,MOROCCO,34,-4.6,earthquake,,,,
28174,1927,USA,32.5,-115.5,earthquake,20,1,,3
28175,1927,JAPAN,35.6,135.1,earthquake,25415,3022,3295,40
28176,1927,CHINA,26,103,earthquake,,,,
28177,1927,CHINA,25.2,102.5,earthquake,,,,
28178,1927,CHINA,24.1,102,earthquake,,7,,
28179,1927,ITALY,41.5,13.8,earthquake,,,,
28180,1927,ITALY,45,7,earthquake,,,,
28181,1927,ITALY,42.9,13.1,earthquake,,,,
28182,1927,ITALY,41.9,13.5,earthquake,,,,
28183,1927,ITALY,44.5,9.6,earthquake,,,,
28184,1927,ITALY,44.5,9.6,earthquake,,,,
28185,1927,ITALY,45.8,11.8,earthquake,,,,
28186,1927,SERBIA,44.1,20.5,earthquake,,,,
28187,1927,CHINA,36.75,102,earthquake,26674,40912,524,
28188,1927,UKRAINE,44.4,34.4,earthquake,,,,
28189,1927,UKRAINE,44.4,34.3,earthquake,,,,
28190,1927,GREECE,36.75,22.75,earthquake,,,,
28191,1927,ISRAEL,32,35.5,earthquake,,268,,
28192,1927,JAPAN,37.9,142,earthquake,,,,
28193,1927,JAPAN,34.2,142,earthquake,,,,
28194,1927,SLOVENIA,45.8,14.2,earthquake,,,,
28195,1927,TAIWAN,23,120.5,earthquake,200,30,190,
28196,1927,UKRAINE,44.4,34.5,earthquake,,11,122,
28197,1927,USA,57.69,-136.07,earthquake,,,,
28198,1927,USA,34.813,-120.774,earthquake,,,,
28199,1927,CHILE,-44.6,-73,earthquake,,,,
28200,1927,INDONESIA,-0.7,119.7,earthquake,,50,50,
28201,1927,RUSSIA,55.663,160.039,earthquake,,,,
28202,1928,ITALY,42.9,11.6,earthquake,,,,
28203,1928,ITALY,38.8,16,earthquake,,,,
28204,1928,FRANCE,44.2,9.2,earthquake,,,,
28205,1928,CANADA,49,-125,earthquake,,,,
28206,1928,MEXICO,17.8,-97.6,earthquake,,,,
28207,1928,MEXICO,15.67,-96.1,earthquake,,,,
28208,1928,MEXICO,17.75,-97.1,earthquake,,,,
28209,1928,MEXICO,16,-97,earthquake,,,,
28210,1928,IRAN,31.6,60,earthquake,,,,
28211,1928,IRAN,37.3,57.9,earthquake,,,,
28212,1928,INDIAN OCEAN,-2.5,88.5,earthquake,,,,
28213,1928,NEW CALEDONIA,-22,170.5,earthquake,,,,
28214,1928,ITALY,46.4,13,earthquake,,,40,
28215,1928,TURKEY,38.1,27.4,earthquake,2600,170,700,
28216,1928,PERU,-13,-69.5,earthquake,,10,,
28217,1928,BULGARIA,42.2,25.3,earthquake,74750,127,1735,
28218,1928,BULGARIA,42.1,25,earthquake,,,,
28219,1928,GREECE,38,23,earthquake,3000,20,,
28220,1928,GREECE,38,23.5,earthquake,,,,
28221,1928,GREECE,38,23,earthquake,,,,
28222,1928,PERU,-13,-69.5,earthquake,,,,
28223,1928,PERU,-5,-78,earthquake,,,,
28224,1928,PERU,-5.5,-79,earthquake,,,,
28225,1928,TURKEY,40.8,26.8,earthquake,,,,
28226,1928,TONGA,-19.8,-174.345,earthquake,,,,
28227,1928,JAPAN,40,143.2,earthquake,,,,
28228,1928,PHILIPPINES,12.4,120.9,earthquake,,,,
28229,1928,MEXICO,16.028,-97.036,earthquake,,4,,
28230,1928,CHINA,31.5,120.5,earthquake,,6,10,
28231,1928,CHILE,-22.5,-70.5,earthquake,,,,
28232,1928,CHILE,-35,-72,earthquake,,279,,
28233,1928,PHILIPPINES,7,124,earthquake,,97,102,
28234,1929,RUSSIA,49.8,154.8,earthquake,,,,
28235,1929,CHINA,40.7,111.6,earthquake,100,2,,
28236,1929,VENEZUELA,10.5,-64.2,earthquake,,,,
28237,1929,MYANMAR (BURMA),25.5,98,earthquake,,,,
28238,1929,MYANMAR (BURMA),25.2,97.2,earthquake,,,,
28239,1929,AFGHANISTAN,36.5,70.5,earthquake,,,,
28240,1929,USA,51,-170,earthquake,,,,
28241,1929,USA,42.9,-78.3,earthquake,,,,
28242,1929,USA,52.5,171.5,earthquake,,,,
28243,1929,IRAN,37.8,57.6,earthquake,,,,
28244,1929,IRAN,37.5,58,earthquake,,,,
28245,1929,IRAN,32.2,49.7,earthquake,,,,
28246,1929,TURKEY,40.2,37.9,earthquake,,,,
28247,1929,JAPAN,31.7,132.2,earthquake,,,,
28248,1929,CANADA,51,-131,earthquake,,,,
28249,1929,PHILIPPINES,8.5,127,earthquake,,,,
28250,1929,NEW ZEALAND,-41.75,172.25,earthquake,,17,,
28251,1929,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,-54,-29.5,earthquake,,,,
28252,1929,ICELAND,63.9,-21.7,earthquake,,,,
28253,1929,CHILE,-23,-69,earthquake,,,,
28254,1929,CANADA,44.69,-56,earthquake,,28,,1
28255,1930,CHINA,32.2,119.4,earthquake,,,,
28256,1930,CHINA,25.8,98.4,earthquake,,,,
28257,1930,ALBANIA,40.4,20.5,earthquake,,,,
28258,1930,ALBANIA,40.5,19.5,earthquake,,,,
28259,1930,ALBANIA,40.3,19.6,earthquake,,,,
28260,1930,GREECE,35.8,24.8,earthquake,,,,
28261,1930,SPAIN,36,-3,earthquake,,,,
28262,1930,SPAIN,37.8,-4.5,earthquake,,,,
28263,1930,ITALY,38.6,14.6,earthquake,,,,
28264,1930,ITALY,41.1,15.4,earthquake,,,,
28265,1930,ITALY,43.7,13.3,earthquake,,,,
28266,1930,NICARAGUA,12.1,-86.2,earthquake,,,,
28267,1930,MYANMAR (BURMA),17.3,96.5,earthquake,,500,,
28268,1930,IRAN,38.1,44.7,earthquake,,,,
28269,1930,IRAN,35.8,52.1,earthquake,,,,
28270,1930,CHINA,26.8,103,earthquake,,42,,
28271,1930,INDONESIA,-5.6,105.3,earthquake,,,,
28272,1930,INDONESIA,-9.3,114.3,earthquake,,,,
28273,1930,INDONESIA,1.2,124.57,earthquake,,,,
28274,1930,BANGLADESH,25.5,90,earthquake,,,,
28275,1930,MYANMAR (BURMA),17.4,95.5,earthquake,,,,
28276,1930,CHINA,30,100,earthquake,,200,,
28277,1930,USA,34.03,-118.643,earthquake,,1,,
28278,1930,TAJIKISTAN,38.4,68.5,earthquake,,,,
28279,1930,PAPUA NEW GUINEA,-4.423,145.46,earthquake,,,,
28280,1930,ITALY,43.667,13.267,earthquake,,18,,
28281,1930,KENYA,-4.05,39.667,earthquake,,,,
28282,1930,JAPAN,35,139,earthquake,8099,259,1285,
28283,1930,MYANMAR (BURMA),18.2,96.4,earthquake,,36,,
28284,1930,TAIWAN,23.2,120.6,earthquake,297,4,,
28285,1930,TAIWAN,23.2,120.6,earthquake,121,,,
28286,1930,PAPUA NEW GUINEA,-1.3,144.3,earthquake,104,27,8,
28287,1930,ARGENTINA,-24.7,-66.3,earthquake,,39,,
28288,1930,CHILE,-28.5,-71,earthquake,,,,
28289,1931,GREECE,38,23,earthquake,,,,
28290,1931,GREECE,41,22.5,earthquake,,,,
28291,1931,MEXICO,16.1,-96.8,earthquake,,,,
28292,1931,ITALY,44.3,10.1,earthquake,,,,
28293,1931,ITALY,44.3,10.1,earthquake,,,,
28294,1931,ITALY,44.9,11.4,earthquake,,,,
28295,1931,ITALY,44.4,11.6,earthquake,,,,
28296,1931,ITALY,46.3,12.5,earthquake,,,,
28297,1931,ITALY,37.7,15.1,earthquake,,,,
28298,1931,ITALY,42.7,13,earthquake,,,,
28299,1931,MYANMAR (BURMA),25.6,96.8,earthquake,,,,
28300,1931,MYANMAR (BURMA),25.4,96.8,earthquake,,,,
28301,1931,ALBANIA,40.6,20.8,earthquake,,,,
28302,1931,NEW ZEALAND,-39.772,176.025,earthquake,,256,400,25
28303,1931,NEW ZEALAND,-39.5,177,earthquake,,,,
28304,1931,NEW ZEALAND,-39.5,177,earthquake,,,,
28305,1931,JAPAN,40.5,142.5,earthquake,,,,
28306,1931,JAPAN,36.1,139.2,earthquake,,,,
28307,1931,CHILE,-32.5,-72,earthquake,,,,
28308,1931,PHILIPPINES,18.3,120.2,earthquake,,,,
28309,1931,NICARAGUA,13.2,-85.7,earthquake,,,,
28310,1931,ARMENIA,39.2,46,earthquake,,,,
28311,1931,UK,54,1.067,earthquake,,,,
28312,1931,PAPUA NEW GUINEA,-3.417,142.077,earthquake,,,,
28313,1931,CHINA,47.1,89.8,earthquake,,10000,,
28314,1931,PAKISTAN,29.8,67.3,earthquake,,,,
28315,1931,INDONESIA,-5,102.75,earthquake,,,,
28316,1931,SOLOMON ISLANDS,-10.932,161.016,earthquake,,50,,
28317,1931,SOLOMON ISLANDS,-9.968,161.194,earthquake,,,,
28318,1931,JAPAN,32,131.5,earthquake,14,1,,
28319,1932,PERU,-12,-77.5,earthquake,,,,
28320,1932,CUBA,20,-75.8,earthquake,,,,
28321,1932,CHINA,30.1,101.8,earthquake,,200,,
28322,1932,FIJI,-17.5,179.6,earthquake,,,,
28323,1932,CHINA,31.4,115,earthquake,,6,27,
28324,1932,INDONESIA,0.5,126,earthquake,592,6,115,
28325,1932,IRAN,36.6,53.4,earthquake,,,,
28326,1932,NICARAGUA,12,-87.5,earthquake,,,,
28327,1932,KERMADEC ISLANDS (NEW ZEALAND),-25.5,179.2,earthquake,,,,
28328,1932,MEXICO,19.5,-104.25,earthquake,,400,120,
28329,1932,MEXICO,19.452,-103.632,earthquake,,,,
28330,1932,MEXICO,19,-104.5,earthquake,,75,100,
28331,1932,MYANMAR (BURMA),26,95.5,earthquake,,,,
28332,1932,PHILIPPINES,16.5,120.5,earthquake,,,,
28333,1932,INDONESIA,-3.57,128.35,earthquake,73,,,
28334,1932,NEW ZEALAND,-39,177.5,earthquake,,,5,
28335,1932,GREECE,40.5,23.9,earthquake,7324,161,669,
28336,1932,GREECE,40.5,23.8,earthquake,,,,
28337,1932,PACIFIC OCEAN,-32,-131.5,earthquake,,,,
28338,1932,VENEZUELA,10.5,-64.2,earthquake,,,,
28340,1932,USA,38.7,-117.8,earthquake,,,,
28341,1932,CHINA,39.7,96.7,earthquake,1167,275,320,
28342,1932,EL SALVADOR,13.3,-88.5,earthquake,,,,
28343,1932,CHINA,31.8,102.2,earthquake,,,,
28344,1933,CHILE,-20,-71,earthquake,,,,
28345,1933,CHILE,-22,-70.5,earthquake,,,,
28346,1933,ITALY,37.4,13,earthquake,,,,
28347,1933,ITALY,42,14.2,earthquake,,,,
28348,1933,JAPAN,39.224,144.622,earthquake,6000,3022,,
28349,1933,USA,33.62,-117.97,earthquake,,,,
28350,1933,GREECE,36.8,27.2,earthquake,,,,
28351,1933,TOGO,6.9,0.6,earthquake,,,,
28352,1933,EL SALVADOR,12,-87.5,earthquake,,,,
28353,1933,JAPAN,38.1,142.4,earthquake,,,,
28354,1933,INDONESIA,-5.5,104.8,earthquake,,,,
28355,1933,CHINA,31.9,103.4,earthquake,,9300,,
28356,1933,CHINA,29.5,102.5,earthquake,30,200,,
28357,1933,ECUADOR,-2,-81,earthquake,,,,
28358,1933,CANADA,73.122,-70.014,earthquake,,,,
28359,1933,IRAN,32.1,56,earthquake,,,,
28360,1933,PAPUA NEW GUINEA,-5,151,earthquake,,,,
28361,1934,CHINA,23.7,102.7,earthquake,,1,14,
28362,1934,NEPAL,26.773,86.762,earthquake,,10600,,
28363,1934,CHINA,41,108.8,earthquake,,,,
28364,1934,PHILIPPINES,17.5,119,earthquake,,,,
28365,1934,NEW ZEALAND,-40.5,175.5,earthquake,,,,
28366,1934,ICELAND,66,-18.25,earthquake,,,,
28367,1934,PANAMA,8,-82.5,earthquake,,,4,0.05
28368,1934,SOLOMON ISLANDS,-11.907,166.731,earthquake,,,,
28369,1934,SOLOMON ISLANDS,-11.139,165.503,earthquake,,,,
28370,1934,TAIWAN,24.8,121.5,earthquake,6,3,,
28371,1934,TURKEY,37.919,40.211,earthquake,,,,
28372,1934,TURKEY,37.919,40.211,earthquake,,,,
28373,1934,MEXICO,18.5,-105.5,earthquake,,,,
28374,1934,HONDURAS,15,-89,earthquake,,,,
28375,1934,CHILE,-19.5,-69.5,earthquake,,,,
28376,1934,PAPUA NEW GUINEA,-4.2,152.2,earthquake,,,,
28377,1934,AZORES (PORTUGAL),38.2,-20.6,earthquake,,,,
28378,1934,USA,31.8,-115.5,earthquake,,,,
28379,1935,TURKEY,40.5,27.5,earthquake,,,,
28380,1935,TURKEY,39.3,40.6,earthquake,,,,
28381,1935,GREECE,35.8,25,earthquake,,,,
28382,1935,IRAN,36.3,53.3,earthquake,,,,
28383,1935,IRAN,36.3,53.5,earthquake,,,,
28384,1935,TAIWAN,24.3,120.8,earthquake,17907,3276,12053,
28385,1935,CHINA,29.4,102.3,earthquake,,2,,
28386,1935,TAIWAN,24.8,120.8,earthquake,28,,37,
28387,1935,PAKISTAN,29.5,66.8,earthquake,,60000,,25
28388,1935,TAIWAN,24.2,120.5,earthquake,15,,2,
28389,1935,JAPAN,35,138,earthquake,,,,
28390,1935,JAPAN,36.6,141.4,earthquake,,,,
28391,1935,JAPAN,39.9,143.7,earthquake,,,,
28392,1935,JAPAN,40.7,144.3,earthquake,,,,
28393,1935,TAIWAN,24.6,120.8,earthquake,30000,2746,6004,
28394,1935,COLOMBIA,1,-77.5,earthquake,,,,
28395,1935,ITALY,42.9,12.7,earthquake,,,,
28396,1935,RUSSIA,43,146.5,earthquake,,,,
28397,1935,PAPUA NEW GUINEA,-3.824,141.416,earthquake,,,,
28398,1935,USA,46.6,-112,earthquake,300,2,,19
28399,1935,USA,46.6,-112,earthquake,,2,,6
28400,1935,INDONESIA,5.5,94,earthquake,,,,
28402,1935,MEXICO,16.5,-93.1,earthquake,,,,
28403,1935,SOLOMON ISLANDS,-9.8,161,earthquake,,,,
28404,1935,CHINA,28.7,103.6,earthquake,,100,,
28405,1936,COLOMBIA,1.1,-77.6,earthquake,,,,
28406,1936,COLOMBIA,1.2,-77.3,earthquake,,,,
28407,1936,CHINA,35.4,103.4,earthquake,9650,,,
28408,1936,CHINA,22.5,109.4,earthquake,,,,
28409,1936,CHINA,28.6,103.6,earthquake,,,,
28410,1936,CHINA,39.5,74.2,earthquake,,,,
28411,1936,INDONESIA,4.5,126.5,earthquake,169,,3,
28412,1936,RUSSIA,55,165,earthquake,,,,
28413,1936,RUSSIA,55.2,164,earthquake,,,,
28414,1936,IRAN,33,60,earthquake,,,,
28415,1936,SOUTH KOREA,35.2,127.6,earthquake,,,,
28416,1936,CHILE,-24.5,-70,earthquake,,1,40,
28417,1936,CHINA,34.2,105.7,earthquake,4459,115,31,
28418,1936,CHINA,26.6,103,earthquake,,30,,
28419,1936,TAIWAN,22.3,120.8,earthquake,15,,10,
28420,1936,INDONESIA,6.1,94.7,earthquake,,9,20,
28421,1936,INDONESIA,3.5,97.5,earthquake,,17,,
28422,1936,JAPAN,38.2,142.2,earthquake,,,,
28423,1936,JAPAN,34.4,139.2,earthquake,,,,
28424,1936,EL SALVADOR,13.2,-88.7,earthquake,,,,
28425,1937,CHINA,35.5,97.6,earthquake,,,,
28426,1937,CHINA,37.8,112.5,earthquake,,,,
28427,1937,NICARAGUA,12.6,-87.2,earthquake,,,,
28428,1937,ALGERIA,36.4,7.5,earthquake,,,,
28429,1937,RUSSIA,44.5,149.4,earthquake,,,,
28430,1937,RUSSIA,56,162.5,earthquake,,,,
28431,1937,FIJI,-21.5,-177,earthquake,,,,
28432,1937,PAPUA NEW GUINEA,-4.271,152.203,earthquake,,507,,
28433,1937,MEXICO,18.8,-97.5,earthquake,,,,
28434,1937,MEXICO,17.3,-99.3,earthquake,,,,
28435,1937,MEXICO,16.7,-98.5,earthquake,,,,
28436,1937,CHINA,35.4,115.1,earthquake,,390,,
28437,1937,PHILIPPINES,14.5,121.5,earthquake,,1,200,
28438,1937,INDONESIA,-9.4,110.2,earthquake,2526,1,,
28439,1937,INDONESIA,-3,132.3,earthquake,,,,
28440,1937,AFGHANISTAN,36.5,70.5,earthquake,,,,
28441,1937,TAIWAN,22.9,121.2,earthquake,5,,1,
28442,1937,PERU,-10.5,-76.5,earthquake,,,,
28443,1937,EL SALVADOR,13.5,-89.5,earthquake,,,,
28444,1938,MEXICO,16.1,-98.3,earthquake,,,,
28445,1938,MEXICO,18.2,-99.5,earthquake,,,,
28446,1938,INDONESIA,-5.25,130.5,earthquake,32,,,
28447,1938,INDONESIA,-3,132.3,earthquake,,,,
28448,1938,COLOMBIA,5.1,-75.5,earthquake,,,,
28449,1938,PAPUA NEW GUINEA,-5.1,153.1,earthquake,,,,
28450,1938,PAPUA NEW GUINEA,-6,147.8,earthquake,,,,
28451,1938,CANADA,52.2,-131.9,earthquake,,,,
28452,1938,TURKEY,39.4,33.8,earthquake,,,,
28453,1938,NICARAGUA,12.2,-86.9,earthquake,,,,
28454,1938,NICARAGUA,12.3,-86.9,earthquake,,,,
28455,1938,CHINA,21.7,99.5,earthquake,,,,
28456,1938,INDONESIA,-1,120,earthquake,1126,17,,
28457,1938,JAPAN,36.7,141.4,earthquake,,,,
28458,1938,JAPAN,25.208,125.115,earthquake,,,,
28459,1938,JAPAN,37.2,141.7,earthquake,,,,
28460,1938,JAPAN,37.5,142.2,earthquake,,,,
28461,1938,JAPAN,37,141.7,earthquake,,,,
28462,1938,JAPAN,37.6,141.2,earthquake,,,,
28463,1938,JAPAN,37,141.5,earthquake,,,,
28464,1938,JAPAN,36.7,142.1,earthquake,,,,
28465,1938,JAPAN,37,142.2,earthquake,,,,
28466,1938,JAPAN,43.6,144.3,earthquake,7,1,,
28467,1938,JAPAN,37.1,141.7,earthquake,20,1,,
28468,1938,ECUADOR,-0.3,-78.4,earthquake,,,,
28469,1938,USA,55.48,-158.37,earthquake,,,,
28470,1938,TAIWAN,22.9,121.5,earthquake,13,,,
28471,1939,TURKEY,36.3,30.7,earthquake,,,,
28472,1939,TURKEY,39.1,26.8,earthquake,,,,
28473,1939,TURKEY,39.7,40.4,earthquake,,,,
28474,1939,CHILE,-36.25,-72.25,earthquake,,30000,,920
28475,1939,ITALY,38.5,14.7,earthquake,,,,
28476,1939,PAPUA NEW GUINEA,-7.08,155.386,earthquake,,5,,
28477,1939,JAPAN,32.3,132,earthquake,1,1,,
28478,1939,CHILE,-27,-70.5,earthquake,,,,
28479,1939,SOLOMON ISLANDS,-9.295,159.234,earthquake,,12,,
28480,1939,JAPAN,40.1,139.5,earthquake,479,27,52,
28481,1939,PHILIPPINES,13.5,121.25,earthquake,,,,
28482,1939,AZORES (PORTUGAL),37.053,-24.427,earthquake,,,,
28483,1939,GHANA,5.18,-0.13,earthquake,1500,22,130,
28484,1939,PERU,-12.5,-72,earthquake,,,,
28485,1939,PERU,-15.305,-72.19,earthquake,,,,
28486,1939,CUBA,22.2,-79.1,earthquake,,,,
28487,1939,CHINA,24.4,102.5,earthquake,,2,,
28488,1939,AFGHANISTAN,36.3,70.6,earthquake,,,,
28490,1939,TURKEY,39.77,39.533,earthquake,,32700,,20
28491,1940,ITALY,38.1,13.5,earthquake,,,,
28492,1940,ARGENTINA,-31,-69,earthquake,,,,
28493,1940,CHINA,42.7,121.3,earthquake,,,,
28494,1940,CHINA,40.2,122,earthquake,1190,,,
28495,1940,NICARAGUA,12.5,-87.5,earthquake,,,,
28496,1940,TURKEY,38.4,35.5,earthquake,,,,
28497,1940,TURKEY,41.7,43.8,earthquake,,,,
28498,1940,CHINA,23.9,102.3,earthquake,11556,181,475,
28499,1940,USA,32.733,-115.5,earthquake,,9,,33
28500,1940,PERU,-10.5,-77,earthquake,,179,3500,
28501,1940,CHINA,24.4,102.5,earthquake,,2,20,
28502,1940,USA,52,178.2,earthquake,,,,
28503,1940,JAPAN,44.2,139.5,earthquake,20,10,,
28504,1940,CHILE,-22,-71,earthquake,,,,
28505,1940,CHILE,-41.5,-74.5,earthquake,,,,
28506,1940,ROMANIA,45.8,26.8,earthquake,,,,
28507,1941,YEMEN,16.4,43.5,earthquake,1700,1200,200,
28508,1941,PAPUA NEW GUINEA,-4.175,152.071,earthquake,1,4,,
28509,1941,USA,40.5,-125.25,earthquake,,,,
28510,1941,IRAN,33.5,58.6,earthquake,,,,
28511,1941,ITALY,38.3,12.2,earthquake,,,,
28512,1941,MEXICO,18.9,-102.9,earthquake,,,,
28513,1941,CHINA,47,127.2,earthquake,6321,132,203,
28514,1941,CHINA,23.6,99.4,earthquake,,,,
28515,1941,CHINA,22.7,99.9,earthquake,,,,
28516,1941,INDIA,12.5,92.5,earthquake,,,,
28517,1941,TUNISIA,36,10,earthquake,,,,
28518,1941,TURKEY,39.5,43.3,earthquake,,,,
28519,1941,TURKEY,39.7,39.4,earthquake,,,,
28520,1941,CHINA,31.7,102.3,earthquake,70,15,10,
28521,1941,JAPAN,32,132.1,earthquake,27,2,,
28522,1941,ATLANTIC OCEAN,37.417,-18.983,earthquake,,,,
28523,1941,COSTA RICA,8.7,-83.2,earthquake,,6,,
28524,1941,COSTA RICA,8.5,-84,earthquake,,,,
28525,1941,TAIWAN,23.3,120.3,earthquake,1768,319,,
28526,1942,CHINA,23.1,100.3,earthquake,,90,,
28527,1942,PHILIPPINES,13.5,121,earthquake,,,,
28528,1942,ECUADOR,-0.75,-81.5,earthquake,,200,,2.5
28529,1942,COLOMBIA,4.6,-74.5,earthquake,,,,
28531,1942,ARGENTINA,-34.6,-67.9,earthquake,,,,
28532,1942,CHINA,43,122,earthquake,,,,
28533,1942,GUATEMALA,14,-91,earthquake,,,,
28534,1942,PERU,-15,-76,earthquake,,30,25,
28535,1942,ALBANIA,41.7,20.4,earthquake,,43,110,
28536,1942,SOUTH AFRICA,-49.5,32,earthquake,,,,
28537,1942,MEXICO,16.3,-95,earthquake,,,,
28538,1942,TURKEY,39.2,28.2,earthquake,,,,
28539,1942,TURKEY,40.3,34.6,earthquake,,,,
28540,1942,TURKEY,40.6,35,earthquake,,,,
28541,1942,TURKEY,40.8,35.1,earthquake,,,,
28542,1942,TURKEY,40.9,36.5,earthquake,,,,
28543,1942,CROATIA,43.4,17.2,earthquake,,,,
28544,1943,TURKEY,40.8,30.5,earthquake,,,,
28545,1943,TURKEY,40.6,30.5,earthquake,,,,
28546,1943,TURKEY,40,40,earthquake,,,,
28547,1943,BOSNIA-HERZEGOVINA,44.3,17,earthquake,,,,
28548,1943,ECUADOR,-2.1,-80.5,earthquake,,,,
28549,1943,PERU,-14.2,-71.5,earthquake,,75,200,
28550,1943,MEXICO,16.7,-101.5,earthquake,,,,
28551,1943,CHINA,39.3,73.3,earthquake,,,,
28552,1943,CHINA,30.6,104.1,earthquake,,,,
28553,1943,CHILE,-30.75,-72,earthquake,,11,,
28554,1943,ALGERIA,36.1,4.5,earthquake,,,,
28555,1943,ITALY,43.1,13.3,earthquake,,,,
28556,1943,PHILIPPINES,7.5,128,earthquake,,,,
28557,1943,INDONESIA,-1,101,earthquake,,,,
28558,1943,INDONESIA,-6,134.5,earthquake,,,,
28559,1943,JAPAN,41.2,143.3,earthquake,,,,
28560,1943,INDONESIA,-9.5,110,earthquake,2800,213,2096,
28561,1943,USA TERRITORY,19.3,-67.5,earthquake,,,,
28562,1943,AUSTRALIA,-53,159,earthquake,,,,
28563,1943,JAPAN,35.3,133.9,earthquake,7739,1400,,
28564,1943,NEW CALEDONIA,-22,171,earthquake,,,,
28565,1943,KERMADEC ISLANDS (NEW ZEALAND),-30,-177,earthquake,,,,
28566,1943,MYANMAR (BURMA),21.5,93.5,earthquake,,,,
28567,1943,TURKEY,41,33.7,earthquake,40000,4020,5000,
28568,1943,RUSSIA,54.9,156.8,earthquake,,,,
28569,1944,ARGENTINA,-31.5,-68.5,earthquake,,,,
28570,1944,TURKEY,41.4,32.7,earthquake,,,,
28571,1944,TURKEY,38.9,29.3,earthquake,,,,
28572,1944,CHINA,44,84,earthquake,,3,,
28573,1944,INDONESIA,-8.5,123.5,earthquake,,,,
28574,1944,IRAN,36.8,54.5,earthquake,,,,
28575,1944,PAPUA NEW GUINEA,-2.5,152.8,earthquake,,,,
28576,1944,GREECE,36.7,22.5,earthquake,,,,
28577,1944,USA,44.957,-74.723,earthquake,,,,2
28578,1944,CHINA,39.1,75,earthquake,,,,
28579,1944,NEW CALEDONIA,-22.5,172,earthquake,,,,
28580,1944,TURKEY,39.4,26.7,earthquake,5500,30,,
28581,1944,VANUATU,-19,169,earthquake,,,,
28582,1944,JAPAN,34,137.1,earthquake,76155,1223,2135,
28583,1945,JAPAN,34.7,137.2,earthquake,7221,2306,896,
28584,1945,JAPAN,40.9,142.1,earthquake,,,,
28586,1945,TURKEY,37.4,35.8,earthquake,,,,
28587,1945,TURKEY,38.5,43.3,earthquake,,,,
28588,1945,TURKEY,38.5,43.3,earthquake,,,,
28589,1945,TURKEY,38,28.9,earthquake,,,,
28590,1945,IRAN,35.2,52.1,earthquake,,,,
28591,1945,CAMEROON,2.5,15.6,earthquake,,,,
28592,1945,CHINA,39.5,119,earthquake,,17,30,
28593,1945,PAKISTAN,24.5,63,earthquake,,4000,,25
28594,1945,PAPUA NEW GUINEA,-6,150,earthquake,,,,
28595,1946,IRAN,32.5,59.1,earthquake,,,,
28596,1946,IRAN,29.4,51.4,earthquake,,,,
28597,1946,ALGERIA,35.75,5,earthquake,,264,,
28598,1946,TURKEY,38.2,31.8,earthquake,,,,
28599,1946,TURKEY,39.3,41.2,earthquake,,,,
28600,1946,USA,53.492,-162.832,earthquake,,167,,26.271
28601,1946,CANADA,49.87,-124.92,earthquake,,,,
28602,1946,CHILE,-26.5,-70.5,earthquake,,2,,
28603,1946,DOMINICAN REPUBLIC,19.25,-69,earthquake,,1790,,
28604,1946,DOMINICAN REPUBLIC,19.5,-69.5,earthquake,,75,,
